Region,NbMoisService,Age,StatutMarital,Adresse,Revenu,education,NbAnneesEmployeur,Retraite,Sexe,TailleFoyer,ServiceNumVert,LocMateriel,ServiceCarteAppel,ServiceSansFil,Internet,AffichageNumAppel,DoubleAppel,TransfertAppel,ConfTel,PaieElectronique,CatClient,Churn
Zone 1,10,28,Non marie(e),9,75,Bac +2/3,1,Non,Homme,1,Oui,Oui,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Oui,Service Total,Oui
Zone 3,24,35,Marie(e),10,41,Bac +4/5,6,Non,Femme,2,Non,Oui,Non,Non,Dial-up,Non,Non,Non,Non,Oui,Service electronique,Non
Zone 3,12,31,Non marie(e),8,18,Bac +2/3,4,Non,Homme,1,Non,Oui,Non,Non,Dial-up,Non,Non,Non,Non,Oui,Service basic,Oui
Zone 2,45,54,Non marie(e),25,171,Bac +2,33,Non,Femme,1,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 3,59,55,Marie(e),29,42,Bac +2,21,Non,Femme,2,Non,Non,Oui,Non,Aucun,Non,Non,Non,Non,Non,Service electronique,Non
Zone 1,3,21,Marie(e),1,36,Bac +2,0,Non,Femme,4,Non,Non,Non,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Non
Zone 3,8,35,Non marie(e),6,31,Bac +4/5,7,Non,Homme,1,Oui,Oui,Non,Oui,Dial-up,Oui,Oui,Oui,Oui,Oui,Service Total,Oui
Zone 1,16,59,Non marie(e),5,207,Niveau Bac,37,Non,Femme,2,Oui,Non,Oui,Non,Aucun,Non,Oui,Oui,Oui,Oui,Service Total,Non
Zone 3,32,33,Non marie(e),1,38,Inf au bac,12,Non,Femme,1,Non,Non,Oui,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Non
Zone 1,8,49,Non marie(e),14,134,Bac +2/3,9,Non,Femme,1,Oui,Oui,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Oui,Service Total,Oui
Zone 1,9,28,Marie(e),8,28,Bac +2,4,Non,Homme,3,Non,Oui,Non,Non,Dial-up,Non,Non,Non,Oui,Oui,Service electronique,Oui
Zone 2,12,19,Marie(e),0,15,Niveau Bac,0,Non,Femme,4,Non,Oui,Non,Non,Aucun,Non,Non,Non,Non,Non,Service electronique,Non
Zone 2,24,43,Marie(e),15,48,Bac +2/3,4,Non,Homme,6,Oui,Oui,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Oui,Service Total,Non
Zone 3,72,75,Non marie(e),48,14,Niveau Bac,6,Oui,Femme,1,Non,Non,Oui,Non,Aucun,Non,Non,Non,Non,Non,Service electronique,Non
Zone 3,58,61,Non marie(e),42,101,Bac +2/3,18,Non,Femme,1,Non,Non,Oui,Non,Dial-up,Non,Non,Non,Non,Non,Service electronique,Non
Zone 1,70,44,Marie(e),24,87,Niveau Bac,18,Non,Homme,3,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 3,9,25,Non marie(e),3,27,Inf au bac,4,Non,Femme,1,Non,Non,Non,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Oui
Zone 1,49,25,Non marie(e),1,27,Bac +4/5,0,Non,Femme,1,Non,Oui,Oui,Oui,Dial-up,Non,Non,Non,Non,Oui,Service electronique,Non
Zone 3,52,54,Non marie(e),7,59,Bac +2,22,Non,Homme,1,Oui,Non,Oui,Oui,Aucun,Oui,Oui,Non,Oui,Non,Service plus,Non
Zone 1,10,42,Marie(e),10,294,Bac +2/3,9,Non,Femme,6,Oui,Oui,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Oui,Service Total,Oui
Zone 1,14,52,Marie(e),2,44,Bac +2,5,Non,Homme,2,Non,Non,Oui,Oui,Aucun,Oui,Oui,Non,Non,Non,Service plus,Non
Zone 1,19,27,Marie(e),3,35,Niveau Bac,4,Non,Homme,6,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service Total,Non
Zone 3,12,36,Marie(e),4,205,Bac +2/3,10,Non,Femme,4,Non,Oui,Non,Oui,Dial-up,Non,Non,Non,Non,Oui,Service electronique,Oui
Zone 1,65,59,Non marie(e),27,732,Bac +2,31,Non,Femme,1,Non,Non,Oui,Non,Aucun,Non,Non,Oui,Oui,Oui,Service electronique,Non
Zone 1,67,40,Marie(e),14,59,Bac +2,11,Non,Homme,2,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 2,29,24,Marie(e),3,23,Inf au bac,7,Non,Homme,2,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 3,55,46,Non marie(e),8,87,Niveau Bac,19,Non,Femme,1,Non,Oui,Oui,Non,Dial-up,Non,Non,Oui,Oui,Oui,Service basic,Non
Zone 3,71,67,Marie(e),25,110,Inf au bac,23,Non,Femme,2,Oui,Non,Oui,Non,Aucun,Non,Oui,Oui,Oui,Non,Service plus,Non
Zone 3,5,44,Marie(e),2,83,Bac +2,14,Non,Femme,3,Oui,Non,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Non,Service plus,Oui
Zone 3,60,58,Non marie(e),0,63,Bac +2/3,21,Non,Femme,3,Oui,Oui,Oui,Non,Aucun,Non,Non,Non,Non,Oui,Service electronique,Non
Zone 2,10,40,Non marie(e),6,22,Bac +2,6,Non,Femme,1,Non,Non,Non,Non,Dial-up,Non,Non,Non,Non,Non,Service basic,Oui
Zone 3,52,64,Non marie(e),44,43,Bac +2,7,Non,Homme,1,Oui,Oui,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Non,Service Total,Non
Zone 2,61,43,Marie(e),22,35,Niveau Bac,11,Non,Homme,3,Oui,Non,Oui,Non,Dial-up,Non,Non,Non,Non,Oui,Service electronique,Non
Zone 1,61,29,Marie(e),5,48,Niveau Bac,11,Non,Homme,4,Non,Non,Oui,Non,Aucun,Non,Non,Non,Oui,Non,Service electronique,Non
Zone 2,67,47,Marie(e),19,69,Bac +2,12,Non,Homme,3,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 3,41,42,Marie(e),12,26,Bac +2/3,5,Non,Homme,4,Non,Non,Non,Non,Dial-up,Non,Non,Oui,Non,Non,Service electronique,Non
Zone 1,30,28,Non marie(e),1,20,Inf au bac,8,Non,Femme,1,Non,Non,Non,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Oui
Zone 1,24,46,Non marie(e),12,43,Niveau Bac,6,Non,Homme,1,Oui,Non,Oui,Oui,Aucun,Oui,Oui,Oui,Oui,Oui,Service Total,Non
Zone 1,72,75,Non marie(e),37,33,Inf au bac,44,Oui,Femme,1,Oui,Non,Oui,Non,Aucun,Non,Non,Non,Oui,Non,Service electronique,Non
Zone 2,17,35,Non marie(e),7,66,Niveau Bac,11,Non,Homme,1,Non,Oui,Oui,Oui,Dial-up,Oui,Non,Oui,Oui,Oui,Service Total,Oui
Zone 2,65,72,Non marie(e),46,12,Niveau Bac,0,Oui,Homme,1,Non,Non,Oui,Non,Aucun,Non,Oui,Oui,Oui,Non,Service plus,Non
Zone 1,15,30,Marie(e),8,90,Niveau Bac,11,Non,Homme,5,Oui,Non,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Oui,Service Total,Non
Zone 1,34,33,Non marie(e),8,35,Bac +2,2,Non,Femme,1,Non,Non,Non,Non,Aucun,Non,Non,Non,Non,Non,Service electronique,Oui
Zone 1,26,43,Non marie(e),23,51,Bac +4/5,4,Non,Femme,1,Non,Oui,Non,Non,Dial-up,Non,Non,Non,Non,Non,Service electronique,Oui
Zone 2,36,45,Non marie(e),22,117,Bac +2,15,Non,Femme,1,Non,Non,Non,Non,Aucun,Non,Non,Non,Non,Oui,Service electronique,Non
Zone 1,60,48,Non marie(e),29,100,Niveau Bac,26,Non,Femme,1,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 1,16,54,Non marie(e),20,147,Inf au bac,29,Non,Homme,4,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 2,1,33,Non marie(e),5,53,Bac +2/3,6,Non,Femme,1,Non,Non,Non,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Oui
Zone 3,56,30,Marie(e),9,57,Bac +4/5,2,Non,Homme,4,Non,Oui,Oui,Non,Dial-up,Non,Non,Non,Non,Oui,Service electronique,Non
Zone 2,6,50,Non marie(e),5,37,Niveau Bac,0,Non,Homme,1,Non,Oui,Non,Non,Aucun,Non,Non,Non,Non,Oui,Service electronique,Non
Zone 2,48,34,Non marie(e),7,42,Bac +2,2,Non,Femme,1,Non,Non,Oui,Non,Aucun,Non,Oui,Non,Non,Non,Service electronique,Non
Zone 2,34,36,Marie(e),17,50,Inf au bac,4,Non,Homme,2,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 2,54,42,Marie(e),0,55,Bac +2/3,2,Non,Homme,5,Oui,Oui,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Oui,Service Total,Oui
Zone 3,38,31,Marie(e),2,42,Niveau Bac,7,Non,Femme,4,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service Total,Non
Zone 2,25,55,Non marie(e),15,37,Inf au bac,7,Non,Femme,1,Non,Non,Non,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Oui
Zone 1,47,69,Marie(e),17,228,Bac +2,39,Non,Femme,4,Oui,Oui,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Oui,Service Total,Oui
Zone 1,72,62,Marie(e),35,163,Bac +4/5,31,Non,Homme,2,Oui,Oui,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Non,Service Total,Non
Zone 2,6,35,Marie(e),6,28,Bac +2/3,3,Non,Femme,3,Oui,Oui,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Non,Service Total,Non
Zone 1,30,51,Marie(e),9,118,Bac +4/5,21,Non,Femme,2,Non,Non,Non,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Non
Zone 1,65,70,Marie(e),9,115,Niveau Bac,39,Oui,Femme,2,Oui,Non,Oui,Oui,Aucun,Oui,Oui,Oui,Oui,Oui,Service Total,Non
Zone 1,22,44,Marie(e),19,37,Bac +2/3,1,Non,Homme,2,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 1,60,53,Non marie(e),32,93,Inf au bac,28,Non,Homme,1,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 2,19,32,Non marie(e),12,71,Bac +2/3,5,Non,Femme,1,Oui,Oui,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Oui,Service Total,Oui
Zone 3,18,25,Non marie(e),4,26,Niveau Bac,7,Non,Femme,3,Oui,Non,Oui,Non,Aucun,Non,Non,Non,Oui,Non,Service basic,Non
Zone 1,9,37,Marie(e),10,14,Bac +2/3,5,Non,Femme,6,Non,Oui,Non,Non,Aucun,Oui,Non,Non,Non,Non,Service basic,Oui
Zone 1,1,34,Marie(e),6,18,Inf au bac,0,Non,Femme,2,Non,Non,Non,Non,Dial-up,Non,Non,Non,Non,Non,Service basic,Oui
Zone 3,10,28,Marie(e),2,36,Bac +2/3,0,Non,Femme,3,Oui,Oui,Non,Oui,Dial-up,Oui,Oui,Oui,Oui,Oui,Service Total,Non
Zone 3,45,34,Marie(e),14,43,Bac +2/3,0,Non,Homme,4,Non,Oui,Non,Non,Dial-up,Non,Non,Non,Non,Oui,Service electronique,Oui
Zone 1,25,28,Marie(e),6,41,Bac +2/3,4,Non,Femme,4,Oui,Oui,Oui,Oui,Aucun,Non,Oui,Oui,Oui,Oui,Service plus,Oui
Zone 3,66,39,Non marie(e),1,66,Niveau Bac,15,Non,Femme,1,Non,Non,Oui,Non,Aucun,Non,Non,Non,Non,Non,Service electronique,Non
Zone 1,27,67,Non marie(e),1,33,Bac +2/3,19,Oui,Femme,1,Oui,Oui,Oui,Non,Aucun,Non,Oui,Oui,Oui,Non,Service plus,Oui
Zone 1,19,41,Non marie(e),5,53,Bac +2/3,6,Non,Homme,1,Non,Non,Non,Non,Aucun,Oui,Non,Non,Non,Non,Service basic,Non
Zone 2,17,41,Marie(e),9,28,Bac +2/3,3,Non,Homme,6,Non,Non,Oui,Non,Aucun,Oui,Oui,Non,Non,Non,Service basic,Non
Zone 2,16,36,Non marie(e),13,58,Bac +2/3,4,Non,Homme,1,Oui,Oui,Non,Non,Aucun,Non,Oui,Oui,Non,Oui,Service basic,Non
Zone 1,8,42,Marie(e),2,129,Bac +2/3,17,Non,Femme,3,Non,Non,Non,Non,Dial-up,Non,Non,Non,Oui,Oui,Service basic,Non
Zone 1,3,25,Non marie(e),0,65,Bac +2/3,0,Non,Femme,1,Non,Oui,Oui,Non,Dial-up,Oui,Oui,Non,Oui,Oui,Service Total,Oui
Zone 3,59,57,Non marie(e),26,311,Bac +2,36,Non,Femme,1,Non,Non,Oui,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Non
Zone 2,45,37,Non marie(e),2,57,Bac +2,14,Non,Femme,1,Non,Oui,Non,Non,Aucun,Non,Non,Non,Non,Oui,Service electronique,Non
Zone 1,66,62,Non marie(e),31,47,Niveau Bac,4,Non,Femme,1,Oui,Non,Oui,Non,Aucun,Non,Non,Non,Non,Non,Service electronique,Non
Zone 3,28,50,Marie(e),7,25,Inf au bac,3,Non,Homme,2,Non,Non,Oui,Non,Aucun,Non,Non,Oui,Non,Non,Service basic,Non
Zone 1,15,38,Marie(e),11,46,Bac +4/5,11,Non,Homme,3,Non,Non,Non,Non,Aucun,Oui,Non,Non,Non,Non,Service basic,Oui
Zone 3,39,34,Marie(e),10,51,Bac +2,13,Non,Femme,4,Oui,Non,Oui,Oui,Aucun,Oui,Oui,Oui,Oui,Non,Service Total,Non
Zone 3,38,33,Non marie(e),4,19,Niveau Bac,5,Non,Femme,2,Oui,Non,Non,Non,Aucun,Oui,Oui,Non,Non,Non,Service plus,Non
Zone 3,34,29,Non marie(e),5,26,Bac +2,4,Non,Femme,2,Non,Oui,Non,Non,Dial-up,Non,Non,Non,Non,Oui,Service electronique,Non
Zone 3,60,57,Marie(e),18,72,Bac +4/5,30,Oui,Homme,2,Oui,Oui,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Oui,Service Total,Non
Zone 3,72,65,Marie(e),33,71,Inf au bac,41,Oui,Femme,4,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Non,Non,Service plus,Non
Zone 1,42,42,Marie(e),9,41,Niveau Bac,13,Non,Homme,8,Oui,Non,Non,Non,Aucun,Non,Oui,Oui,Non,Non,Service plus,Non
Zone 3,32,37,Non marie(e),9,44,Niveau Bac,7,Non,Homme,1,Non,Non,Non,Non,Aucun,Non,Non,Non,Oui,Oui,Service basic,Non
Zone 3,48,50,Marie(e),4,208,Bac +2/3,19,Non,Femme,2,Oui,Oui,Oui,Oui,Dial-up,Oui,Oui,Non,Oui,Oui,Service Total,Oui
Zone 3,63,37,Marie(e),1,45,Bac +2/3,9,Non,Femme,6,Non,Oui,Oui,Non,Dial-up,Non,Non,Non,Non,Oui,Service electronique,Non
Zone 3,45,27,Marie(e),3,39,Bac +2,2,Non,Homme,4,Non,Non,Non,Non,Aucun,Non,Non,Oui,Non,Non,Service electronique,Non
Zone 2,68,42,Non marie(e),16,89,Bac +2/3,12,Non,Homme,1,Non,Oui,Oui,Non,Dial-up,Non,Non,Non,Non,Oui,Service electronique,Non
Zone 1,6,29,Marie(e),4,19,Niveau Bac,5,Non,Femme,2,Non,Non,Non,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Non
Zone 1,68,57,Marie(e),33,15,Niveau Bac,0,Non,Femme,2,Oui,Non,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Oui,Service Total,Oui
Zone 3,72,68,Marie(e),26,59,Niveau Bac,36,Oui,Femme,2,Oui,Oui,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Non,Service Total,Non
Zone 3,53,38,Marie(e),15,20,Bac +2,6,Non,Femme,4,Non,Non,Oui,Oui,Dial-up,Non,Oui,Oui,Non,Oui,Service electronique,Non
Zone 3,20,51,Marie(e),11,27,Bac +2/3,6,Non,Homme,3,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Oui,Service plus,Non
Zone 2,70,35,Marie(e),4,48,Niveau Bac,9,Non,Homme,3,Non,Non,Oui,Non,Aucun,Non,Non,Non,Oui,Non,Service electronique,Non
Zone 3,32,47,Non marie(e),25,135,Niveau Bac,6,Non,Femme,1,Non,Non,Non,Non,Dial-up,Non,Non,Non,Non,Non,Service basic,Non
Zone 2,61,52,Marie(e),23,19,Inf au bac,0,Non,Homme,2,Oui,Oui,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Oui
Zone 1,24,25,Marie(e),3,28,Bac +2/3,0,Non,Homme,3,Non,Oui,Oui,Oui,Dial-up,Non,Non,Non,Non,Oui,Service electronique,Non
Zone 2,56,61,Marie(e),14,12,Inf au bac,16,Oui,Femme,2,Non,Non,Oui,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Non
Zone 3,54,59,Non marie(e),28,28,Niveau Bac,15,Non,Homme,1,Non,Oui,Oui,Oui,Dial-up,Oui,Non,Non,Oui,Non,Service electronique,Non
Zone 3,43,38,Marie(e),7,18,Bac +2,8,Non,Femme,3,Non,Oui,Non,Oui,Dial-up,Oui,Oui,Non,Non,Non,Service Total,Non
Zone 1,19,35,Non marie(e),7,58,Bac +2,5,Non,Femme,1,Oui,Oui,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Non,Service Total,Oui
Zone 3,5,43,Non marie(e),16,72,Bac +2,17,Non,Femme,1,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 1,24,61,Marie(e),6,112,Bac +2/3,3,Non,Femme,4,Non,Non,Oui,Non,Dial-up,Non,Non,Non,Non,Oui,Service basic,Oui
Zone 3,62,35,Marie(e),2,28,Niveau Bac,8,Non,Femme,2,Non,Non,Oui,Non,Aucun,Non,Non,Non,Non,Non,Service electronique,Non
Zone 2,14,40,Non marie(e),13,398,Bac +4/5,11,Non,Femme,1,Oui,Oui,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Oui,Service Total,Oui
Zone 3,60,48,Marie(e),22,106,Bac +2,21,Non,Femme,3,Oui,Non,Oui,Oui,Aucun,Oui,Oui,Oui,Oui,Non,Service Total,Non
Zone 2,30,74,Marie(e),12,10,Inf au bac,3,Oui,Femme,2,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 1,40,42,Marie(e),16,108,Bac +2,17,Non,Homme,4,Non,Oui,Non,Non,Dial-up,Non,Non,Non,Non,Oui,Service electronique,Oui
Zone 2,42,50,Marie(e),17,85,Niveau Bac,15,Non,Femme,4,Non,Non,Oui,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Non
Zone 1,20,34,Non marie(e),14,51,Bac +2,9,Non,Femme,1,Non,Non,Non,Non,Dial-up,Non,Non,Non,Non,Non,Service electronique,Oui
Zone 1,4,22,Marie(e),1,22,Niveau Bac,2,Non,Femme,3,Non,Non,Oui,Non,Aucun,Oui,Non,Oui,Oui,Non,Service plus,Non
Zone 2,44,49,Marie(e),2,66,Niveau Bac,8,Non,Femme,4,Oui,Non,Oui,Oui,Aucun,Oui,Oui,Oui,Oui,Non,Service Total,Non
Zone 3,49,63,Non marie(e),18,10,Niveau Bac,2,Oui,Homme,1,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 3,5,36,Marie(e),2,34,Inf au bac,4,Non,Femme,2,Oui,Non,Non,Non,Aucun,Oui,Non,Oui,Oui,Non,Service plus,Oui
Zone 3,70,50,Marie(e),29,67,Inf au bac,22,Non,Homme,4,Non,Non,Oui,Non,Aucun,Non,Non,Non,Non,Non,Service electronique,Non
Zone 1,30,57,Marie(e),16,19,Inf au bac,1,Non,Homme,4,Non,Non,Oui,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Oui
Zone 2,28,48,Non marie(e),20,128,Bac +2/3,4,Non,Femme,1,Oui,Oui,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Oui,Service Total,Oui
Zone 1,5,28,Marie(e),3,39,Bac +4/5,1,Non,Homme,6,Oui,Oui,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Non,Service Total,Non
Zone 2,27,35,Non marie(e),12,56,Inf au bac,3,Non,Femme,1,Oui,Oui,Oui,Oui,Aucun,Oui,Oui,Oui,Oui,Oui,Service Total,Non
Zone 2,17,39,Non marie(e),12,45,Bac +2/3,10,Non,Femme,1,Non,Oui,Non,Non,Aucun,Non,Non,Non,Non,Oui,Service basic,Oui
Zone 1,4,37,Marie(e),8,25,Inf au bac,1,Non,Femme,5,Non,Non,Non,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Non
Zone 1,30,23,Marie(e),0,24,Niveau Bac,1,Non,Femme,4,Oui,Non,Non,Non,Dial-up,Oui,Oui,Non,Oui,Non,Service plus,Non
Zone 3,71,40,Marie(e),19,53,Bac +2/3,14,Non,Femme,2,Oui,Non,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Non,Service Total,Non
Zone 3,67,77,Non marie(e),55,49,Inf au bac,45,Oui,Femme,1,Non,Non,Oui,Non,Aucun,Non,Oui,Non,Non,Non,Service basic,Non
Zone 3,24,48,Marie(e),3,38,Inf au bac,16,Non,Femme,2,Non,Non,Oui,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Non
Zone 1,24,54,Marie(e),7,84,Bac +2,10,Non,Femme,2,Non,Oui,Oui,Non,Dial-up,Non,Non,Non,Non,Oui,Service basic,Oui
Zone 2,59,54,Non marie(e),32,126,Inf au bac,22,Non,Femme,1,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 3,59,32,Non marie(e),9,73,Bac +2/3,5,Non,Homme,1,Oui,Non,Oui,Non,Aucun,Oui,Oui,Non,Non,Oui,Service electronique,Oui
Zone 3,44,37,Marie(e),1,41,Bac +2/3,8,Non,Femme,6,Non,Non,Non,Non,Dial-up,Non,Non,Non,Non,Oui,Service electronique,Non
Zone 1,19,31,Marie(e),0,22,Bac +2/3,2,Non,Homme,3,Non,Non,Non,Non,Aucun,Non,Non,Non,Non,Non,Service electronique,Oui
Zone 2,58,46,Marie(e),23,23,Inf au bac,2,Non,Femme,2,Non,Oui,Oui,Non,Dial-up,Non,Non,Non,Non,Non,Service basic,Non
Zone 1,41,53,Marie(e),22,94,Niveau Bac,25,Non,Homme,2,Non,Non,Oui,Non,Aucun,Non,Non,Non,Oui,Non,Service electronique,Non
Zone 2,16,33,Non marie(e),1,30,Bac +2,7,Non,Homme,4,Oui,Oui,Oui,Oui,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Oui
Zone 3,13,36,Non marie(e),11,31,Niveau Bac,0,Non,Homme,1,Non,Non,Non,Non,Aucun,Non,Non,Non,Oui,Non,Service basic,Oui
Zone 1,60,53,Non marie(e),22,171,Inf au bac,37,Non,Femme,1,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 2,72,49,Marie(e),23,102,Inf au bac,27,Non,Femme,6,Non,Non,Oui,Non,Aucun,Non,Non,Non,Non,Non,Service electronique,Non
Zone 2,33,39,Non marie(e),17,27,Bac +2/3,3,Non,Femme,1,Oui,Oui,Oui,Oui,Dial-up,Non,Oui,Non,Non,Oui,Service Total,Non
Zone 2,72,45,Marie(e),25,98,Bac +2/3,20,Non,Femme,2,Non,Non,Oui,Oui,Aucun,Oui,Oui,Oui,Oui,Non,Service Total,Non
Zone 1,66,54,Marie(e),8,591,Bac +2/3,25,Non,Femme,2,Oui,Oui,Oui,Oui,Aucun,Oui,Oui,Oui,Oui,Non,Service Total,Non
Zone 3,53,37,Marie(e),7,25,Inf au bac,2,Non,Femme,6,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 2,22,28,Marie(e),0,36,Bac +2/3,0,Non,Homme,4,Oui,Oui,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Oui,Service Total,Non
Zone 2,14,26,Marie(e),1,25,Niveau Bac,0,Non,Femme,3,Non,Non,Non,Non,Aucun,Oui,Non,Oui,Non,Non,Service plus,Non
Zone 1,52,49,Non marie(e),18,69,Niveau Bac,13,Non,Femme,2,Non,Non,Oui,Oui,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 3,33,30,Marie(e),5,22,Inf au bac,0,Non,Homme,2,Oui,Non,Oui,Oui,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 3,72,66,Non marie(e),26,67,Niveau Bac,37,Oui,Femme,1,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 1,40,40,Marie(e),3,73,Bac +2/3,12,Non,Femme,4,Non,Non,Oui,Oui,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Oui
Zone 2,29,26,Non marie(e),1,22,Bac +2/3,2,Non,Femme,1,Non,Oui,Oui,Oui,Dial-up,Oui,Non,Oui,Oui,Oui,Service Total,Oui
Zone 3,63,67,Non marie(e),22,9,Niveau Bac,12,Oui,Homme,1,Non,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 2,56,54,Non marie(e),25,147,Bac +2,31,Non,Femme,1,Oui,Oui,Oui,Oui,Dial-up,Oui,Non,Non,Non,Oui,Service electronique,Non
Zone 3,60,50,Marie(e),26,239,Niveau Bac,19,Non,Femme,2,Oui,Non,Oui,Oui,Aucun,Oui,Oui,Oui,Oui,Non,Service Total,Non
Zone 3,28,22,Marie(e),3,23,Bac +2,1,Non,Homme,5,Non,Non,Non,Non,Aucun,Oui,Non,Non,Non,Oui,Service basic,Non
Zone 2,39,39,Non marie(e),19,29,Bac +2/3,6,Non,Homme,1,Non,Non,Oui,Non,Dial-up,Non,Non,Non,Oui,Non,Service electronique,Non
Zone 3,65,39,Marie(e),18,32,Niveau Bac,15,Non,Homme,4,Non,Non,Oui,Non,Aucun,Oui,Non,Oui,Non,Non,Service plus,Non
Zone 3,29,31,Non marie(e),7,30,Bac +2,7,Non,Femme,1,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 3,28,36,Non marie(e),8,57,Niveau Bac,13,Non,Femme,2,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 1,2,18,Non marie(e),0,20,Niveau Bac,0,Non,Homme,1,Oui,Non,Oui,Oui,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Oui
Zone 3,67,52,Non marie(e),13,248,Niveau Bac,20,Non,Femme,3,Oui,Oui,Oui,Non,Aucun,Oui,Non,Oui,Oui,Non,Service plus,Non
Zone 3,5,35,Marie(e),9,59,Bac +2,8,Non,Femme,5,Oui,Oui,Oui,Oui,Dial-up,Oui,Oui,Non,Non,Oui,Service Total,Non
Zone 3,48,35,Non marie(e),10,24,Niveau Bac,6,Non,Homme,1,Oui,Non,Oui,Non,Aucun,Oui,Non,Oui,Oui,Non,Service plus,Non
Zone 2,10,26,Marie(e),4,25,Inf au bac,4,Non,Femme,3,Non,Non,Non,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Non
